PtfmSurge,PtfmSway,PtfmHeave,PtfmPitch,PtfmRoll,PtfmYaw,PtfmSurgeVel,PtfmSwayVel,PtfmHeaveVel,PtfmPitchVel,PtfmRollVel,PtfmYawVel
259.1,0.1202,-1.484,68.79,0.1389,1.11,70.95,0.04902,-0.3353,11.27,0.158,0.4094
259.8,0.1207,-1.487,68.91,0.1405,1.114,71.05,0.04911,-0.3333,11.25,0.159,0.4102
260.5,0.1211,-1.49,69.02,0.1421,1.118,71.14,0.0492,-0.3312,11.24,0.1601,0.411
261.2,0.1216,-1.494,69.13,0.1437,1.122,71.24,0.04929,-0.3292,11.22,0.1611,0.4118
261.9,0.1221,-1.497,69.24,0.1453,1.126,71.33,0.04938,-0.3271,11.21,0.1621,0.4125
262.7,0.1226,-1.5,69.36,0.147,1.13,71.42,0.04947,-0.325,11.19,0.1632,0.4133
263.4,0.1231,-1.503,69.47,0.1486,1.135,71.52,0.04955,-0.3229,11.18,0.1642,0.4141
264.1,0.1236,-1.507,69.58,0.1503,1.139,71.61,0.04964,-0.3208,11.16,0.1652,0.4148
264.8,0.1241,-1.51,69.69,0.1519,1.143,71.71,0.04973,-0.3187,11.15,0.1663,0.4156
265.5,0.1246,-1.513,69.8,0.1536,1.147,71.8,0.04982,-0.3165,11.13,0.1673,0.4163
266.2,0.1251,-1.516,69.91,0.1553,1.151,71.89,0.0499,-0.3144,11.11,0.1683,0.4171
267,0.1256,-1.519,70.02,0.157,1.155,71.99,0.04999,-0.3122,11.1,0.1694,0.4178
267.7,0.1261,-1.522,70.13,0.1587,1.16,72.08,0.05008,-0.31,11.08,0.1704,0.4186
268.4,0.1266,-1.525,70.25,0.1604,1.164,72.18,0.05016,-0.3078,11.07,0.1714,0.4193
269.1,0.1271,-1.529,70.36,0.1621,1.168,72.27,0.05025,-0.3056,11.05,0.1725,0.42
269.8,0.1276,-1.532,70.47,0.1638,1.172,72.36,0.05034,-0.3034,11.04,0.1735,0.4208
270.6,0.1281,-1.535,70.58,0.1655,1.176,72.46,0.05043,-0.3012,11.02,0.1745,0.4215
271.3,0.1286,-1.538,70.69,0.1673,1.181,72.55,0.05051,-0.2989,11.01,0.1755,0.4222
272,0.1291,-1.541,70.8,0.1691,1.185,72.65,0.0506,-0.2966,10.99,0.1766,0.4229
272.7,0.1296,-1.544,70.91,0.1708,1.189,72.74,0.05069,-0.2944,10.97,0.1776,0.4236
273.5,0.1301,-1.546,71.02,0.1726,1.193,72.83,0.05077,-0.2921,10.96,0.1786,0.4243
274.2,0.1306,-1.549,71.13,0.1744,1.198,72.93,0.05086,-0.2898,10.94,0.1796,0.425
274.9,0.1312,-1.552,71.24,0.1762,1.202,73.02,0.05095,-0.2874,10.93,0.1806,0.4257
275.7,0.1317,-1.555,71.34,0.178,1.206,73.12,0.05103,-0.2851,10.91,0.1817,0.4263
276.4,0.1322,-1.558,71.45,0.1798,1.21,73.21,0.05112,-0.2828,10.9,0.1827,0.427
277.1,0.1327,-1.561,71.56,0.1817,1.215,73.3,0.05121,-0.2804,10.88,0.1837,0.4277
277.9,0.1332,-1.564,71.67,0.1835,1.219,73.4,0.05129,-0.278,10.86,0.1847,0.4283
278.6,0.1337,-1.566,71.78,0.1854,1.223,73.49,0.05138,-0.2756,10.85,0.1857,0.429
279.3,0.1342,-1.569,71.89,0.1872,1.227,73.59,0.05147,-0.2732,10.83,0.1867,0.4296
280.1,0.1347,-1.572,72,0.1891,1.232,73.68,0.05155,-0.2708,10.82,0.1877,0.4303
280.8,0.1353,-1.574,72.1,0.191,1.236,73.78,0.05164,-0.2684,10.8,0.1887,0.4309
281.5,0.1358,-1.577,72.21,0.1929,1.24,73.87,0.05173,-0.2659,10.78,0.1896,0.4315
282.3,0.1363,-1.58,72.32,0.1948,1.245,73.96,0.05181,-0.2634,10.77,0.1906,0.4322
283,0.1368,-1.582,72.43,0.1967,1.249,74.06,0.0519,-0.261,10.75,0.1916,0.4328
283.8,0.1373,-1.585,72.54,0.1986,1.253,74.15,0.05198,-0.2585,10.73,0.1926,0.4334
284.5,0.1379,-1.588,72.64,0.2005,1.258,74.25,0.05207,-0.256,10.72,0.1936,0.434
285.2,0.1384,-1.59,72.75,0.2025,1.262,74.34,0.05215,-0.2534,10.7,0.1945,0.4346
286,0.1389,-1.593,72.86,0.2044,1.266,74.43,0.05224,-0.2509,10.69,0.1955,0.4352
286.7,0.1394,-1.595,72.96,0.2064,1.271,74.53,0.05232,-0.2483,10.67,0.1965,0.4357
287.5,0.1399,-1.598,73.07,0.2084,1.275,74.62,0.0524,-0.2458,10.65,0.1974,0.4363
288.2,0.1405,-1.6,73.18,0.2103,1.279,74.72,0.05248,-0.2432,10.64,0.1984,0.4369
289,0.141,-1.602,73.28,0.2123,1.284,74.81,0.05257,-0.2406,10.62,0.1994,0.4374
289.7,0.1415,-1.605,73.39,0.2143,1.288,74.91,0.05265,-0.238,10.6,0.2003,0.438
290.5,0.142,-1.607,73.49,0.2163,1.293,75,0.05273,-0.2354,10.59,0.2013,0.4385
291.2,0.1426,-1.61,73.6,0.2183,1.297,75.09,0.05281,-0.2327,10.57,0.2022,0.4391
292,0.1431,-1.612,73.71,0.2204,1.301,75.19,0.05289,-0.2301,10.55,0.2032,0.4396
292.7,0.1436,-1.614,73.81,0.2224,1.306,75.28,0.05297,-0.2274,10.54,0.2041,0.4402
293.5,0.1442,-1.616,73.92,0.2245,1.31,75.38,0.05305,-0.2247,10.52,0.2051,0.4407
294.2,0.1447,-1.619,74.02,0.2265,1.315,75.47,0.05313,-0.222,10.5,0.206,0.4412
295,0.1452,-1.621,74.13,0.2286,1.319,75.57,0.05321,-0.2193,10.49,0.2069,0.4417
295.7,0.1458,-1.623,74.23,0.2306,1.323,75.66,0.05328,-0.2166,10.47,0.2079,0.4422
296.5,0.1463,-1.625,74.34,0.2327,1.328,75.75,0.05336,-0.2139,10.45,0.2088,0.4427
297.3,0.1468,-1.627,74.44,0.2348,1.332,75.85,0.05344,-0.2111,10.43,0.2097,0.4432
298,0.1474,-1.629,74.54,0.2369,1.337,75.94,0.05351,-0.2083,10.42,0.2107,0.4437
298.8,0.1479,-1.632,74.65,0.239,1.341,76.04,0.05358,-0.2056,10.4,0.2116,0.4441
299.5,0.1484,-1.634,74.75,0.2412,1.346,76.13,0.05366,-0.2028,10.38,0.2125,0.4446
300.3,0.149,-1.636,74.86,0.2433,1.35,76.23,0.05373,-0.2,10.37,0.2135,0.4451
301.1,0.1495,-1.638,74.96,0.2454,1.355,76.32,0.0538,-0.1971,10.35,0.2144,0.4455
301.8,0.15,-1.64,75.06,0.2476,1.359,76.41,0.05387,-0.1943,10.33,0.2153,0.446
302.6,0.1506,-1.641,75.17,0.2497,1.363,76.51,0.05394,-0.1915,10.32,0.2163,0.4464
303.4,0.1511,-1.643,75.27,0.2519,1.368,76.6,0.054,-0.1886,10.3,0.2172,0.4469
304.1,0.1517,-1.645,75.37,0.2541,1.372,76.7,0.05407,-0.1857,10.28,0.2181,0.4473
304.9,0.1522,-1.647,75.48,0.2563,1.377,76.79,0.05414,-0.1828,10.26,0.2191,0.4478
305.7,0.1527,-1.649,75.58,0.2585,1.381,76.89,0.05421,-0.1799,10.25,0.22,0.4482
306.4,0.1533,-1.651,75.68,0.2607,1.386,76.98,0.05427,-0.177,10.23,0.2209,0.4486
307.2,0.1538,-1.652,75.78,0.2629,1.39,77.07,0.05434,-0.1741,10.21,0.2218,0.4491
308,0.1544,-1.654,75.88,0.2651,1.395,77.17,0.0544,-0.1712,10.19,0.2228,0.4495
308.7,0.1549,-1.656,75.99,0.2673,1.399,77.26,0.05447,-0.1682,10.18,0.2237,0.4499
309.5,0.1555,-1.657,76.09,0.2696,1.404,77.36,0.05453,-0.1652,10.16,0.2246,0.4503
310.3,0.156,-1.659,76.19,0.2718,1.408,77.45,0.0546,-0.1623,10.14,0.2256,0.4508
311.1,0.1566,-1.661,76.29,0.2741,1.413,77.55,0.05466,-0.1593,10.13,0.2265,0.4512
311.8,0.1571,-1.662,76.39,0.2764,1.417,77.64,0.05472,-0.1563,10.11,0.2274,0.4516
312.6,0.1576,-1.664,76.49,0.2786,1.422,77.74,0.05478,-0.1532,10.09,0.2284,0.452
313.4,0.1582,-1.665,76.59,0.2809,1.426,77.83,0.05484,-0.1502,10.07,0.2293,0.4524
314.2,0.1587,-1.667,76.69,0.2832,1.431,77.92,0.0549,-0.1472,10.06,0.2303,0.4528
315,0.1593,-1.668,76.8,0.2855,1.435,78.02,0.05496,-0.1441,10.04,0.2312,0.4533
315.7,0.1598,-1.67,76.9,0.2878,1.44,78.11,0.05503,-0.141,10.02,0.2321,0.4537
316.5,0.1604,-1.671,77,0.2902,1.445,78.21,0.05509,-0.138,10,0.2331,0.4541
317.3,0.1609,-1.673,77.1,0.2925,1.449,78.3,0.05515,-0.1349,9.984,0.234,0.4545
318.1,0.1615,-1.674,77.2,0.2949,1.454,78.4,0.05521,-0.1318,9.967,0.235,0.455
318.9,0.1621,-1.675,77.29,0.2972,1.458,78.49,0.05527,-0.1287,9.949,0.2359,0.4554
319.7,0.1626,-1.676,77.39,0.2996,1.463,78.59,0.05533,-0.1255,9.931,0.2369,0.4558
320.4,0.1632,-1.678,77.49,0.3019,1.467,78.68,0.0554,-0.1224,9.913,0.2379,0.4563
321.2,0.1637,-1.679,77.59,0.3043,1.472,78.77,0.05546,-0.1192,9.895,0.2388,0.4567
322,0.1643,-1.68,77.69,0.3067,1.476,78.87,0.05552,-0.116,9.878,0.2398,0.4571
322.8,0.1648,-1.681,77.79,0.3091,1.481,78.96,0.05558,-0.1129,9.86,0.2407,0.4576
323.6,0.1654,-1.682,77.89,0.3115,1.486,79.06,0.05565,-0.1097,9.842,0.2417,0.458
324.4,0.1659,-1.683,77.99,0.314,1.49,79.15,0.05571,-0.1064,9.824,0.2427,0.4585
325.2,0.1665,-1.684,78.09,0.3164,1.495,79.25,0.05577,-0.1032,9.806,0.2437,0.4589
326,0.1671,-1.685,78.18,0.3188,1.499,79.34,0.05584,-0.09998,9.788,0.2446,0.4594
326.8,0.1676,-1.686,78.28,0.3213,1.504,79.44,0.0559,-0.09673,9.769,0.2456,0.4599
327.6,0.1682,-1.687,78.38,0.3237,1.509,79.53,0.05597,-0.09346,9.751,0.2466,0.4604
328.4,0.1687,-1.688,78.48,0.3262,1.513,79.62,0.05604,-0.09018,9.733,0.2476,0.4609
329.2,0.1693,-1.689,78.57,0.3287,1.518,79.72,0.0561,-0.08688,9.715,0.2486,0.4613
330,0.1699,-1.69,78.67,0.3312,1.522,79.81,0.05617,-0.08357,9.697,0.2496,0.4618
330.8,0.1704,-1.691,78.77,0.3337,1.527,79.91,0.05624,-0.08025,9.678,0.2506,0.4624
331.6,0.171,-1.692,78.86,0.3362,1.532,80,0.05632,-0.07691,9.66,0.2516,0.4629
332.4,0.1715,-1.692,78.96,0.3387,1.536,80.1,0.05639,-0.07356,9.642,0.2526,0.4634
333.2,0.1721,-1.693,79.06,0.3413,1.541,80.19,0.05646,-0.07019,9.623,0.2536,0.4639
334,0.1727,-1.694,79.15,0.3438,1.545,80.29,0.05654,-0.06681,9.605,0.2546,0.4645
334.8,0.1732,-1.694,79.25,0.3463,1.55,80.38,0.05662,-0.06341,9.587,0.2556,0.465
335.6,0.1738,-1.695,79.34,0.3489,1.555,80.48,0.05669,-0.06,9.568,0.2566,0.4656
336.4,0.1744,-1.696,79.44,0.3515,1.559,80.57,0.05677,-0.05658,9.55,0.2577,0.4662
337.2,0.1749,-1.696,79.54,0.3541,1.564,80.66,0.05685,-0.05314,9.531,0.2587,0.4668
338,0.1755,-1.697,79.63,0.3567,1.569,80.76,0.05693,-0.04968,9.512,0.2597,0.4673
338.8,0.1761,-1.697,79.73,0.3593,1.573,80.85,0.05701,-0.04621,9.494,0.2608,0.4679
339.6,0.1766,-1.698,79.82,0.3619,1.578,80.95,0.0571,-0.04272,9.475,0.2618,0.4686
340.4,0.1772,-1.698,79.92,0.3645,1.583,81.04,0.05718,-0.03922,9.456,0.2629,0.4692
341.2,0.1778,-1.698,80.01,0.3671,1.588,81.14,0.05727,-0.03571,9.438,0.2639,0.4698
342,0.1784,-1.699,80.1,0.3698,1.592,81.23,0.05736,-0.03218,9.419,0.265,0.4704
342.8,0.1789,-1.699,80.2,0.3724,1.597,81.33,0.05745,-0.02863,9.4,0.266,0.4711
343.7,0.1795,-1.699,80.29,0.3751,1.602,81.42,0.05753,-0.02507,9.381,0.2671,0.4717
344.5,0.1801,-1.7,80.39,0.3778,1.606,81.52,0.05762,-0.02149,9.362,0.2682,0.4724
345.3,0.1807,-1.7,80.48,0.3805,1.611,81.61,0.05771,-0.0179,9.343,0.2692,0.4731
346.1,0.1812,-1.7,80.57,0.3832,1.616,81.71,0.05781,-0.0143,9.324,0.2703,0.4738
346.9,0.1818,-1.7,80.67,0.3859,1.621,81.8,0.0579,-0.01068,9.305,0.2714,0.4744
347.7,0.1824,-1.7,80.76,0.3886,1.625,81.89,0.05799,-0.007049,9.286,0.2725,0.4751
348.6,0.183,-1.7,80.85,0.3913,1.63,81.99,0.05808,-0.003403,9.267,0.2736,0.4758
349.4,0.1836,-1.7,80.94,0.3941,1.635,82.08,0.05817,0.0002572,9.248,0.2747,0.4765
350.2,0.1841,-1.7,81.04,0.3968,1.64,82.18,0.05827,0.003932,9.229,0.2759,0.4773
351,0.1847,-1.7,81.13,0.3996,1.644,82.27,0.05836,0.007621,9.21,0.277,0.478
351.8,0.1853,-1.7,81.22,0.4023,1.649,82.37,0.05845,0.01132,9.19,0.2781,0.4787
352.7,0.1859,-1.7,81.31,0.4051,1.654,82.46,0.05855,0.01504,9.171,0.2793,0.4794
353.5,0.1865,-1.7,81.4,0.4079,1.659,82.56,0.05864,0.01877,9.152,0.2804,0.4802
354.3,0.1871,-1.7,81.5,0.4107,1.664,82.65,0.05873,0.02251,9.132,0.2816,0.4809
355.2,0.1877,-1.699,81.59,0.4136,1.668,82.75,0.05882,0.02627,9.113,0.2827,0.4816
356,0.1882,-1.699,81.68,0.4164,1.673,82.84,0.05892,0.03004,9.094,0.2839,0.4824
356.8,0.1888,-1.699,81.77,0.4192,1.678,82.94,0.05901,0.03382,9.074,0.2851,0.4831
357.6,0.1894,-1.698,81.86,0.4221,1.683,83.03,0.0591,0.03762,9.055,0.2863,0.4839
358.5,0.19,-1.698,81.95,0.425,1.688,83.13,0.05919,0.04142,9.035,0.2875,0.4846
359.3,0.1906,-1.697,82.04,0.4278,1.693,83.22,0.05928,0.04524,9.015,0.2887,0.4854
360.1,0.1912,-1.697,82.13,0.4307,1.697,83.31,0.05937,0.04908,8.996,0.2899,0.4862
361,0.1918,-1.697,82.22,0.4336,1.702,83.41,0.05945,0.05292,8.976,0.2911,0.4869
361.8,0.1924,-1.696,82.31,0.4366,1.707,83.5,0.05954,0.05678,8.956,0.2923,0.4877
362.6,0.193,-1.695,82.4,0.4395,1.712,83.6,0.05963,0.06065,8.937,0.2936,0.4884
363.5,0.1936,-1.695,82.49,0.4424,1.717,83.69,0.05971,0.06453,8.917,0.2948,0.4892
364.3,0.1942,-1.694,82.58,0.4454,1.722,83.79,0.0598,0.06842,8.897,0.2961,0.49
365.1,0.1948,-1.693,82.67,0.4484,1.727,83.88,0.05988,0.07233,8.877,0.2973,0.4908
366,0.1954,-1.693,82.75,0.4513,1.732,83.98,0.05997,0.07624,8.858,0.2986,0.4915
366.8,0.196,-1.692,82.84,0.4543,1.737,84.07,0.06005,0.08017,8.838,0.2999,0.4923
367.7,0.1966,-1.691,82.93,0.4573,1.741,84.17,0.06013,0.08411,8.818,0.3012,0.4931
368.5,0.1972,-1.69,83.02,0.4603,1.746,84.26,0.06021,0.08806,8.798,0.3025,0.4938
369.4,0.1978,-1.689,83.11,0.4634,1.751,84.36,0.06029,0.09202,8.778,0.3038,0.4946
370.2,0.1984,-1.688,83.2,0.4664,1.756,84.45,0.06037,0.096,8.758,0.3051,0.4954
371,0.199,-1.687,83.28,0.4695,1.761,84.55,0.06045,0.09998,8.738,0.3064,0.4962
371.9,0.1996,-1.686,83.37,0.4726,1.766,84.64,0.06052,0.104,8.718,0.3077,0.4969
372.7,0.2002,-1.685,83.46,0.4756,1.771,84.74,0.0606,0.108,8.697,0.309,0.4977
373.6,0.2008,-1.684,83.54,0.4787,1.776,84.83,0.06068,0.112,8.677,0.3103,0.4985
374.4,0.2014,-1.683,83.63,0.4818,1.781,84.93,0.06075,0.116,8.657,0.3117,0.4993
375.3,0.202,-1.682,83.72,0.485,1.786,85.02,0.06083,0.1201,8.637,0.313,0.5
376.1,0.2026,-1.681,83.8,0.4881,1.791,85.12,0.0609,0.1241,8.616,0.3144,0.5008
377,0.2032,-1.679,83.89,0.4913,1.796,85.21,0.06098,0.1282,8.596,0.3157,0.5016
377.8,0.2039,-1.678,83.98,0.4944,1.801,85.31,0.06105,0.1323,8.576,0.317,0.5023
378.7,0.2045,-1.677,84.06,0.4976,1.806,85.4,0.06112,0.1364,8.555,0.3184,0.5031
379.5,0.2051,-1.675,84.15,0.5008,1.811,85.5,0.06119,0.1405,8.535,0.3197,0.5039
380.4,0.2057,-1.674,84.23,0.504,1.816,85.59,0.06127,0.1446,8.514,0.3211,0.5046
381.3,0.2063,-1.672,84.32,0.5072,1.821,85.69,0.06134,0.1487,8.494,0.3224,0.5054
382.1,0.2069,-1.671,84.4,0.5104,1.826,85.78,0.06141,0.1529,8.473,0.3238,0.5062
383,0.2075,-1.669,84.49,0.5137,1.831,85.88,0.06148,0.157,8.453,0.3252,0.5069
383.8,0.2081,-1.668,84.57,0.5169,1.837,85.97,0.06155,0.1612,8.432,0.3265,0.5077
384.7,0.2088,-1.666,84.65,0.5202,1.842,86.06,0.06162,0.1653,8.412,0.3279,0.5084
385.6,0.2094,-1.664,84.74,0.5235,1.847,86.16,0.06169,0.1695,8.391,0.3292,0.5092
386.4,0.21,-1.663,84.82,0.5268,1.852,86.25,0.06176,0.1737,8.37,0.3306,0.5099
387.3,0.2106,-1.661,84.91,0.5301,1.857,86.35,0.06183,0.1779,8.35,0.3319,0.5107
388.1,0.2112,-1.659,84.99,0.5334,1.862,86.44,0.0619,0.1821,8.329,0.3333,0.5114
389,0.2118,-1.657,85.07,0.5368,1.867,86.54,0.06196,0.1864,8.308,0.3347,0.5122
389.9,0.2125,-1.655,85.16,0.5401,1.872,86.63,0.06203,0.1906,8.287,0.336,0.5129
390.7,0.2131,-1.654,85.24,0.5435,1.877,86.73,0.0621,0.1949,8.266,0.3374,0.5136
391.6,0.2137,-1.652,85.32,0.5469,1.883,86.82,0.06217,0.1991,8.245,0.3387,0.5144
392.5,0.2143,-1.65,85.4,0.5503,1.888,86.92,0.06223,0.2034,8.224,0.3401,0.5151
393.3,0.215,-1.648,85.49,0.5537,1.893,87.01,0.0623,0.2077,8.203,0.3414,0.5158
394.2,0.2156,-1.645,85.57,0.5571,1.898,87.11,0.06237,0.212,8.182,0.3427,0.5165
395.1,0.2162,-1.643,85.65,0.5605,1.903,87.2,0.06243,0.2163,8.161,0.3441,0.5172
396,0.2168,-1.641,85.73,0.564,1.908,87.3,0.0625,0.2206,8.14,0.3454,0.518
396.8,0.2175,-1.639,85.81,0.5674,1.914,87.39,0.06257,0.225,8.119,0.3467,0.5187
397.7,0.2181,-1.637,85.89,0.5709,1.919,87.49,0.06263,0.2293,8.098,0.348,0.5194
398.6,0.2187,-1.634,85.97,0.5744,1.924,87.58,0.0627,0.2337,8.077,0.3494,0.52
399.5,0.2193,-1.632,86.05,0.5779,1.929,87.68,0.06277,0.238,8.056,0.3507,0.5207
400.3,0.22,-1.63,86.13,0.5814,1.934,87.77,0.06284,0.2424,8.035,0.352,0.5214
401.2,0.2206,-1.627,86.22,0.5849,1.94,87.87,0.0629,0.2468,8.013,0.3533,0.5221
402.1,0.2212,-1.625,86.3,0.5885,1.945,87.96,0.06297,0.2512,7.992,0.3545,0.5228
403,0.2218,-1.622,86.38,0.592,1.95,88.06,0.06304,0.2556,7.971,0.3558,0.5234
403.9,0.2225,-1.619,86.45,0.5956,1.955,88.15,0.06311,0.26,7.95,0.3571,0.5241
404.7,0.2231,-1.617,86.53,0.5992,1.96,88.25,0.06318,0.2645,7.928,0.3584,0.5248
405.6,0.2237,-1.614,86.61,0.6028,1.966,88.34,0.06325,0.2689,7.907,0.3596,0.5254
406.5,0.2244,-1.611,86.69,0.6064,1.971,88.44,0.06332,0.2733,7.885,0.3609,0.526
407.4,0.225,-1.609,86.77,0.61,1.976,88.54,0.06339,0.2778,7.864,0.3621,0.5267
408.3,0.2256,-1.606,86.85,0.6136,1.982,88.63,0.06346,0.2823,7.843,0.3634,0.5273
409.2,0.2263,-1.603,86.93,0.6172,1.987,88.73,0.06353,0.2868,7.821,0.3646,0.5279
410.1,0.2269,-1.6,87.01,0.6209,1.992,88.82,0.0636,0.2912,7.8,0.3658,0.5286
410.9,0.2276,-1.597,87.08,0.6246,1.997,88.92,0.06367,0.2957,7.778,0.367,0.5292
411.8,0.2282,-1.594,87.16,0.6282,2.003,89.01,0.06375,0.3002,7.757,0.3682,0.5298
412.7,0.2288,-1.591,87.24,0.6319,2.008,89.11,0.06382,0.3048,7.735,0.3694,0.5304
413.6,0.2295,-1.588,87.32,0.6356,2.013,89.2,0.06389,0.3093,7.714,0.3706,0.531
414.5,0.2301,-1.585,87.39,0.6393,2.019,89.3,0.06397,0.3138,7.692,0.3717,0.5315
415.4,0.2307,-1.582,87.47,0.6431,2.024,89.39,0.06404,0.3184,7.67,0.3729,0.5321
416.3,0.2314,-1.579,87.55,0.6468,2.029,89.49,0.06411,0.3229,7.649,0.374,0.5327
417.2,0.232,-1.575,87.62,0.6505,2.035,89.58,0.06419,0.3275,7.627,0.3752,0.5333
418.1,0.2327,-1.572,87.7,0.6543,2.04,89.68,0.06426,0.3321,7.605,0.3763,0.5338
419,0.2333,-1.569,87.78,0.6581,2.045,89.77,0.06434,0.3367,7.584,0.3774,0.5343
419.9,0.234,-1.565,87.85,0.6618,2.051,89.87,0.06441,0.3412,7.562,0.3785,0.5349
420.8,0.2346,-1.562,87.93,0.6656,2.056,89.96,0.06448,0.3458,7.54,0.3796,0.5354
421.7,0.2352,-1.558,88,0.6694,2.061,90.06,0.06455,0.3505,7.519,0.3807,0.5359
422.6,0.2359,-1.555,88.08,0.6733,2.067,90.15,0.06463,0.3551,7.497,0.3818,0.5364
423.5,0.2365,-1.551,88.15,0.6771,2.072,90.25,0.0647,0.3597,7.475,0.3829,0.5369
424.4,0.2372,-1.548,88.23,0.6809,2.077,90.34,0.06477,0.3643,7.453,0.3839,0.5374
425.3,0.2378,-1.544,88.3,0.6848,2.083,90.44,0.06484,0.369,7.431,0.385,0.5379
426.2,0.2385,-1.54,88.37,0.6886,2.088,90.53,0.06491,0.3736,7.41,0.386,0.5384
427.1,0.2391,-1.537,88.45,0.6925,2.094,90.63,0.06499,0.3783,7.388,0.3871,0.5389
428,0.2398,-1.533,88.52,0.6964,2.099,90.72,0.06506,0.383,7.366,0.3881,0.5393
428.9,0.2404,-1.529,88.6,0.7002,2.104,90.82,0.06513,0.3876,7.344,0.3891,0.5398
429.8,0.2411,-1.525,88.67,0.7041,2.11,90.92,0.0652,0.3923,7.322,0.3901,0.5402
430.7,0.2417,-1.521,88.74,0.708,2.115,91.01,0.06527,0.397,7.3,0.3911,0.5407
431.6,0.2424,-1.517,88.82,0.712,2.121,91.11,0.06533,0.4017,7.278,0.3921,0.5411
432.6,0.243,-1.513,88.89,0.7159,2.126,91.2,0.0654,0.4064,7.256,0.3931,0.5415
433.5,0.2437,-1.509,88.96,0.7198,2.131,91.3,0.06547,0.4112,7.234,0.3941,0.542
434.4,0.2444,-1.505,89.03,0.7238,2.137,91.39,0.06553,0.4159,7.212,0.3951,0.5424
435.3,0.245,-1.501,89.1,0.7277,2.142,91.49,0.0656,0.4206,7.19,0.3961,0.5428
436.2,0.2457,-1.496,89.18,0.7317,2.148,91.58,0.06566,0.4254,7.168,0.397,0.5431
437.1,0.2463,-1.492,89.25,0.7357,2.153,91.68,0.06572,0.4301,7.146,0.398,0.5435
438,0.247,-1.488,89.32,0.7396,2.159,91.77,0.06578,0.4349,7.124,0.399,0.5439
439,0.2476,-1.483,89.39,0.7436,2.164,91.87,0.06583,0.4396,7.102,0.3999,0.5443
439.9,0.2483,-1.479,89.46,0.7476,2.169,91.96,0.06588,0.4444,7.08,0.4009,0.5446
440.8,0.249,-1.475,89.53,0.7517,2.175,92.06,0.06594,0.4492,7.058,0.4018,0.5449
441.7,0.2496,-1.47,89.6,0.7557,2.18,92.16,0.06599,0.454,7.036,0.4028,0.5453
442.6,0.2503,-1.466,89.67,0.7597,2.186,92.25,0.06604,0.4588,7.014,0.4037,0.5456
443.6,0.2509,-1.461,89.74,0.7638,2.191,92.35,0.06609,0.4636,6.992,0.4047,0.5459
444.5,0.2516,-1.456,89.81,0.7678,2.197,92.44,0.06613,0.4684,6.97,0.4056,0.5463
445.4,0.2523,-1.452,89.88,0.7719,2.202,92.54,0.06617,0.4733,6.948,0.4065,0.5466
446.3,0.2529,-1.447,89.95,0.7759,2.208,92.63,0.06622,0.4781,6.926,0.4075,0.5469
447.3,0.2536,-1.442,90.02,0.78,2.213,92.73,0.06626,0.4829,6.904,0.4084,0.5472
448.2,0.2542,-1.437,90.09,0.7841,2.219,92.82,0.0663,0.4878,6.881,0.4094,0.5475
449.1,0.2549,-1.432,90.16,0.7882,2.224,92.92,0.06633,0.4926,6.859,0.4103,0.5478
450.1,0.2556,-1.427,90.23,0.7923,2.23,93.01,0.06637,0.4975,6.837,0.4112,0.548
451,0.2562,-1.422,90.3,0.7964,2.235,93.11,0.0664,0.5024,6.815,0.4122,0.5483
451.9,0.2569,-1.417,90.36,0.8006,2.24,93.21,0.06644,0.5071,6.794,0.4135,0.5489
452.8,0.2576,-1.412,90.43,0.8047,2.246,93.3,0.06647,0.5121,6.771,0.4142,0.5489
453.8,0.2582,-1.407,90.5,0.8088,2.251,93.4,0.0665,0.517,6.749,0.4152,0.5492
454.7,0.2589,-1.402,90.57,0.813,2.257,93.49,0.06652,0.5219,6.727,0.4162,0.5495
455.7,0.2596,-1.397,90.63,0.8172,2.262,93.59,0.06654,0.5268,6.704,0.4171,0.5498
456.6,0.2602,-1.391,90.7,0.8213,2.268,93.68,0.06657,0.5317,6.682,0.4181,0.55
457.5,0.2609,-1.386,90.77,0.8255,2.273,93.78,0.06658,0.5367,6.66,0.419,0.5502
458.5,0.2616,-1.381,90.83,0.8297,2.279,93.87,0.0666,0.5416,6.638,0.42,0.5505
459.4,0.2622,-1.375,90.9,0.8339,2.284,93.97,0.06662,0.5466,6.616,0.421,0.5507
460.3,0.2629,-1.37,90.97,0.8381,2.29,94.06,0.06663,0.5515,6.593,0.4219,0.551
461.3,0.2636,-1.364,91.03,0.8424,2.295,94.16,0.06665,0.5565,6.571,0.4229,0.5512
462.2,0.2642,-1.358,91.1,0.8466,2.301,94.26,0.06666,0.5615,6.549,0.4239,0.5514
463.2,0.2649,-1.353,91.16,0.8508,2.307,94.35,0.06667,0.5665,6.526,0.4249,0.5517
464.1,0.2656,-1.347,91.23,0.8551,2.312,94.45,0.06668,0.5715,6.504,0.4259,0.5519
465.1,0.2662,-1.341,91.29,0.8594,2.318,94.54,0.06669,0.5765,6.482,0.4269,0.5522
466,0.2669,-1.336,91.36,0.8636,2.323,94.64,0.06669,0.5815,6.459,0.4279,0.5524
467,0.2676,-1.33,91.42,0.8679,2.329,94.73,0.0667,0.5865,6.437,0.4289,0.5526
467.9,0.2682,-1.324,91.49,0.8722,2.334,94.83,0.0667,0.5915,6.415,0.43,0.5529
